teleport name is AB, map is 529, coordinates are 1054.94 1055.23 -48.2358, orientation is 0.313367.
teleport name is SFK, map is 33, coordinates are -229.135 2109.18 76.8898, orientation is 1.267.
teleport name is SH, map is 540, coordinates are -40.8716 -19.7538 -13.8065, orientation is 1.11133.
teleport name is ShadowbreakRavine, map is 1, coordinates are -1866.38 655.098 107.241, orientation is 3.87731.
teleport name is ShadowFangKeep, map is 0, coordinates are -234.675 1561.63 76.8921, orientation is 1.24031.
teleport name is Shadowglen, map is 1, coordinates are 10334 833.902 1326.11, orientation is 3.62142.
teleport name is ShadowGrave, map is 0, coordinates are 1664.29 1679.34 120.53, orientation is 3.2093.
teleport name is ShadowHold, map is 1, coordinates are 4895.81 -392.013 351.471, orientation is 5.9611.
teleport name is ShadowLabyrinth, map is 530, coordinates are -3627.9 4941.98 -101.049, orientation is 3.16039.
teleport name is ShadowmoonVillage, map is 530, coordinates are -2998.66 2568.9 76.6306, orientation is 0.551303.
teleport name is ShadowpreyVillage, map is 1, coordinates are -1664.79 3091.67 30.5552, orientation is 6.07818.
teleport name is ShadowsongShrine, map is 1, coordinates are 2890.66 -4019.71 138.135, orientation is 3.34097.
teleport name is ShadowthreadCave, map is 1, coordinates are 10746.2 926.841 1336.47, orientation is 6.24541.
teleport name is ShadowTomb, map is 530, coordinates are -2896.28 5394.74 -8.88803, orientation is 1.60241.
teleport name is ShadraAlor, map is 0, coordinates are -324.286 -2900.4 77.795, orientation is 2.67714.
teleport name is ShadyRestInn, map is 1, coordinates are -3707.79 -2530.37 68.2635, orientation is 3.31945.
teleport name is ShalandisIsle, map is 530, coordinates are 7702.12 -5708.67 3.11034, orientation is 3.51184.
teleport name is ShalzarusLair, map is 1, coordinates are -5486.8 3630.93 2.10077, orientation is 3.84603.
teleport name is ShaNaariWastes, map is 530, coordinates are -385.521 4797.07 19.9065, orientation is 3.15127.
teleport name is ShaolWatha, map is 0, coordinates are 98.8545 -4379.69 121.322, orientation is 0.049959.
teleport name is ShartuulsTransporter, map is 530, coordinates are 2693.44 7110.67 365.1, orientation is 0.37965.
teleport name is ShaTariBaseCamp, map is 530, coordinates are -3747.08 5393.6 -3.99659, orientation is 1.34873.
teleport name is ShatteredPlains, map is 530, coordinates are -2607.52 1401.71 79.9574, orientation is 5.04617.
teleport name is ShatteredSunStaging, map is 530, coordinates are 12947.4 -6893.31 5.68398, orientation is 3.09154.
teleport name is ShatterPoint, map is 530, coordinates are 286.357 1469.6 -11.4535, orientation is 2.41453.
teleport name is ShatterScarVale, map is 1, coordinates are 5654.65 -883.661 377.91, orientation is 2.25167.
teleport name is ShatterspearVillage, map is 1, coordinates are 7367.77 -1560.74 163.446, orientation is 2.55011.
teleport name is Shattrath, map is 530, coordinates are -1838.16 5301.79 -12.428, orientation is 5.9517.
teleport name is ShimmerRidge, map is 0, coordinates are -5316.24 -215.783 440.907, orientation is 3.74507.
teleport name is ShindiggersCamp, map is 0, coordinates are 227.928 -2604.95 159.771, orientation is 3.53715.
teleport name is ShouthernSavageCoast, map is 0, coordinates are -14140.4 458.677 3.71587, orientation is 0.997797.
teleport name is ShrineOfDathremar, map is 530, coordinates are 10400.1 -5956.19 40.7994, orientation is 0.977561.
teleport name is ShrineOfRemulos, map is 1, coordinates are 7841.73 -2209.34 471.118, orientation is 5.23693.
teleport name is ShrineOfTheDeceiver, map is 1, coordinates are 4844.91 -602.987 308.754, orientation is 2.21868.
teleport name is ShrineOfTheDormantFlame, map is 1, coordinates are -240.214 -4013.38 187.304, orientation is 2.54097.
teleport name is Silithus, map is 1, coordinates are -7426.87 1005.31 1.13359, orientation is 2.96086.
teleport name is SiltingShore, map is 530, coordinates are -3126.44 -11957.6 4.28641, orientation is 1.8119.
teleport name is SilvermoonCity, map is 530, coordinates are 9487.69 -7279.2 14.2866, orientation is 6.16478.
teleport name is SilvermystIsle, map is 530, coordinates are -5094.34 -11129.6 25.058, orientation is 2.78659.
teleport name is SilverpineForest, map is 0, coordinates are 878.74 1359.33 50.355, orientation is 5.89929.
teleport name is SilverStreamMine, map is 0, coordinates are -4813.81 -2970.08 320.757, orientation is 3.14151.
teleport name is SilverwindRefuge, map is 1, coordinates are 2137.3 -1189.05 98.308, orientation is 3.23488.
teleport name is SilverwingGrove, map is 1, coordinates are 1486.44 -1866 113.941, orientation is 2.75186.
teleport name is SilverwingOutpost, map is 1, coordinates are 1810.07 -2001.61 103.117, orientation is 3.68491.
teleport name is SingingRidge, map is 530, coordinates are 1617.43 5337.21 265.469, orientation is 1.44789.
teleport name is SishirCanyon, map is 1, coordinates are 428.398 467.608 97.4092, orientation is 1.555.
teleport name is Skald, map is 530, coordinates are 3604.04 4963.59 267.724, orientation is 0.788938.
teleport name is SkethLonBaseCamp, map is 530, coordinates are -4089.38 1787.12 100.382, orientation is 5.96761.
teleport name is SkethLonWreckage, map is 530, coordinates are -3055.5 2210.29 66.5523, orientation is 5.54036.
teleport name is SkethylMountains, map is 530, coordinates are -3674.85 3912.42 298.476, orientation is 5.27651.
teleport name is Skettis, map is 530, coordinates are -3770.72 3684.42 277.236, orientation is 4.34424.
teleport name is SkulkingRow, map is 530, coordinates are 9519.69 -6531.37 21.9874, orientation is 3.06352.
teleport name is SkulkRock, map is 0, coordinates are 369.856 -3802.84 170.093, orientation is 3.58942.
teleport name is SkullRock, map is 1, coordinates are 1446.31 -4879.79 11.3317, orientation is 0.477731.
teleport name is SkyguardOutpost, map is 530, coordinates are 2509.9 7322.28 374.229, orientation is 1.60016.
teleport name is SL, map is 555, coordinates are -5.10147 0.126865 -1.12788, orientation is 3.08034.
teleport name is SlagWatch, map is 530, coordinates are -3345.84 2112.94 102.374, orientation is 4.71491.
teleport name is SlaughterHollow, map is 0, coordinates are 846.782 -566.79 142.518, orientation is 0.268342.
teleport name is SleepingGorge, map is 0, coordinates are -10639.3 -2092.15 101.664, orientation is 2.48375.
teleport name is SlitherRock, map is 0, coordinates are -7660.35 -3011.37 132.992, orientation is 5.02368.
teleport name is SMArmory, map is 189, coordinates are 1610.83 -323.433 18.6738, orientation is 6.28022.
teleport name is SMCath, map is 189, coordinates are 855.683 1321.5 18.6709, orientation is 0.001747.
teleport name is SMGY, map is 189, coordinates are 1702.01 1053.5 18.4922, orientation is 1.46594.
teleport name is SMLib, map is 189, coordinates are 255.346 -209.09 18.6773, orientation is 6.26656.
teleport name is SocretharsSeat, map is 530, coordinates are 4810.01 3843.66 223.376, orientation is 6.06345.
teleport name is SollidenFarmstead, map is 0, coordinates are 2312.13 1405.46 33.3337, orientation is 1.15155.
teleport name is SorrowHill, map is 0, coordinates are 1257.8 -1705.34 60.6843, orientation is 3.72296.
teleport name is Sorrowmurk, map is 0, coordinates are -10498.9 -4189.17 23.3262, orientation is 4.97345.
teleport name is SorrowWingPoint, map is 530, coordinates are -4357.47 4612.63 -39.8305, orientation is 1.7972.
teleport name is SoulgrindersBarrow, map is 530, coordinates are 3549.42 5593.04 -3.47566, orientation is 3.88262.
teleport name is SouthbreakShore, map is 1, coordinates are -8665.15 -4725.35 0.656339, orientation is 4.02044.
teleport name is SouthernBarrens, map is 1, coordinates are -2333.57 -2295.55 92.6909, orientation is 4.76754.
teleport name is SouthernGoldRoad, map is 1, coordinates are -1696.57 -2553.96 91.2953, orientation is 3.2423.
teleport name is SouthernRampart, map is 530, coordinates are -823.97 3345 97.486, orientation is 5.93392.
teleport name is SouthernSavageCoast, map is 0, coordinates are -13668.6 471.263 37.4754, orientation is 1.95598.
teleport name is SouthfuryRiver, map is 1, coordinates are 2815.68 -3790.07 88.207, orientation is 2.8713.
teleport name is SouthGateOutpost, map is 0, coordinates are -5438.02 -2441.87 400.492, orientation is 2.49866.
teleport name is SouthGatePass, map is 0, coordinates are -5645.3 -2540 373.388, orientation is 0.840292.
teleport name is SouthmoonRuins, map is 1, coordinates are -9317.12 -3016.24 9.98814, orientation is 0.142927.
teleport name is SouthpointTower, map is 0, coordinates are -694.861 406.638 74.9142, orientation is 6.13966.
teleport name is SouthridgeBeach, map is 1, coordinates are 3166.38 -5784.64 6.85091, orientation is 5.34844.
teleport name is Southshore, map is 0, coordinates are -853.221 -533.529 9.98556, orientation is 0.242866.
teleport name is SouthwindCleft, map is 530, coordinates are -2033.15 7551.71 -92.349, orientation is 4.13842.
teleport name is SouthwindVillage, map is 1, coordinates are -7108.06 320.415 18.0411, orientation is 2.87455.
teleport name is SP, map is 547, coordinates are 130.446 -127.482 -1.59053, orientation is 1.86731.
teleport name is SpinebreakerPost, map is 530, coordinates are -1326.36 2371.99 88.9503, orientation is 6.19165.
teleport name is SpiritDen, map is 0, coordinates are -13772.4 -3.7118 41.9401, orientation is 5.65521.
teleport name is SpiritFields, map is 530, coordinates are -2423.72 8040.33 -43.698, orientation is 1.98013.
teleport name is SpiritRise, map is 1, coordinates are -1013.67 224.643 134.661, orientation is 1.12784.
teleport name is SpiritRock, map is 1, coordinates are -866.113 -4284.06 76.167, orientation is 3.62166.
teleport name is SplinterspearJunction, map is 0, coordinates are -10385.2 -2600.12 21.7007, orientation is 4.60431.
teleport name is SplintertreePost, map is 1, coordinates are 2270.94 -2538.19 93.9198, orientation is 0.060429.
teleport name is SplithoofCrag, map is 1, coordinates are -4998.14 -2219.52 -53.2078, orientation is 2.3798.
teleport name is SplithoofHold, map is 1, coordinates are -5037.83 -2381.29 -54.2846, orientation is 5.10748.
teleport name is Sporeggar, map is 530, coordinates are 209.095 8547.4 23.1083, orientation is 5.33054.
teleport name is SSC, map is 548, coordinates are 9.83957 2.74496 822.096, orientation is 0.106614.
teleport name is ST, map is 109, coordinates are -319.24 99.9 -131.85, orientation is 3.19.
teleport name is StagalbogCave, map is 0, coordinates are -10786.7 -3743.04 24.4991, orientation is 3.0021.
teleport name is StaghelmPoint, map is 1, coordinates are -6446.24 211.361 4.05948, orientation is 4.18068.
teleport name is StarbreezeVillage, map is 1, coordinates are 9838.87 385.538 1307.78, orientation is 0.769623.
teleport name is StarfallVillage, map is 1, coordinates are 7165.69 -4054.54 724.251, orientation is 1.31543.
teleport name is SteamwheedlePort, map is 1, coordinates are -6908.08 -4801.39 8.15214, orientation is 5.07916.
teleport name is SteelgrillsDepot, map is 0, coordinates are -5476.73 -666.917 392.674, orientation is 3.48888.
teleport name is StendelsPond, map is 0, coordinates are -10798.9 1381.56 31.0576, orientation is 0.622382.
teleport name is StillpineHold, map is 530, coordinates are -3378.24 -12347.1 22.5696, orientation is 0.068326.
teleport name is StillwaterPond, map is 0, coordinates are 2296.74 825.657 33.764, orientation is 4.40704.
teleport name is StillwhisperPond, map is 530, coordinates are 9266.84 -7240.15 16.4273, orientation is 2.81695.
teleport name is Stonard, map is 0, coordinates are -10446.9 -3261.91 20.1795, orientation is 5.02142.
teleport name is StonebreakerHold, map is 530, coordinates are -2640.08 4404.38 35.1, orientation is 4.14529.
teleport name is StonebullLake, map is 1, coordinates are -1951.33 -537.594 -13.1229, orientation is 3.48631.
teleport name is StoneCairnLake, map is 0, coordinates are -8982.69 -1206.38 72.206, orientation is 3.0602.
teleport name is StonemaulRuins, map is 1, coordinates are -4339.1 -3318.75 34.2536, orientation is 2.30041.
teleport name is StonesplinterValley, map is 0, coordinates are -5882.25 -2921.18 366.988, orientation is 2.04588.
teleport name is StonetalonMountains, map is 1, coordinates are 1570.92 1031.52 137.959, orientation is 3.33006.
teleport name is StonetalonPeak, map is 1, coordinates are 2678.38 1497.46 233.869, orientation is 6.26038.
teleport name is StonewallCanyon, map is 530, coordinates are 346.86 3069.39 23.6589, orientation is 3.0193.
teleport name is Stonewatch, map is 0, coordinates are -9323.5 -3030.84 132.559, orientation is 2.94713.
teleport name is StonewatchFalls, map is 0, coordinates are -9569.7 -3272.71 48.6139, orientation is 0.622368.
teleport name is StonewatchKeep, map is 0, coordinates are -9386.59 -3039.03 139.437, orientation is 4.8054.
teleport name is StonewatchTower, map is 0, coordinates are -9298.19 -2972.84 124.909, orientation is 1.3418.
teleport name is StonewroughtDam, map is 0, coordinates are -4750.07 -3328.02 310.257, orientation is 4.61609.
teleport name is StormrageBarrowDens, map is 1, coordinates are 7612.5 -2906.39 463.678, orientation is 3.8829.
teleport name is Stormwind, map is 0, coordinates are -8833.38 628.628 94.0066, orientation is 1.06535.
teleport name is Strahnbrad, map is 0, coordinates are 659.762 -959.316 164.404, orientation is 0.433716.
teleport name is StranglethornVale, map is 0, coordinates are -12644.3 -377.411 10.1021, orientation is 6.09978.
teleport name is Strat, map is 329, coordinates are 3387.95 -3380.34 142.76, orientation is 0.005913.
teleport name is Stratholme, map is 0, coordinates are 3352.92 -3379.03 144.782, orientation is 6.25978.
teleport name is StromgardeKeep, map is 0, coordinates are -1551.2 -1808.1 67.5219, orientation is 3.119.
teleport name is SuncrownVillage, map is 530, coordinates are 7960.27 -7257.01 136.908, orientation is 0.234555.
teleport name is SunctumOfTheSun, map is 530, coordinates are 7154.17 -7070.49 54.9794, orientation is 5.56207.
teleport name is SundownMarsh, map is 0, coordinates are -2873.95 -1496.04 9.47361, orientation is 1.04607.
teleport name is SunfuryHold, map is 530, coordinates are 2498.92 2368.74 134.379, orientation is 4.71414.
teleport name is SunfurySpire, map is 530, coordinates are 9982.85 -7062.83 45.3625, orientation is 0.873881.
teleport name is SungrazePeak, map is 530, coordinates are 7631.29 -7338.48 272.726, orientation is 3.43678.
teleport name is SunRockRetreat, map is 1, coordinates are 966.147 926.499 104.649, orientation is 1.27231.
teleport name is SunsailAnchorage, map is 530, coordinates are 8715.52 -6101.45 20.1472, orientation is 0.173306.
teleport name is SunspringPost, map is 530, coordinates are -1520.44 8552.38 7.26028, orientation is 1.69728.
teleport name is SunstriderIsle, map is 530, coordinates are 10331.1 -6235.42 26.7759, orientation is 1.94594.
teleport name is SunwellPlateau, map is 530, coordinates are 12574.1 -6774.81 15.0904, orientation is 3.13788.
teleport name is SV, map is 545, coordinates are 1.60675 8.07684 -4.12796, orientation is 4.467.
teleport name is SwamplightManor, map is 1, coordinates are -2959.77 -3881.9 32.9334, orientation is 5.43104.
teleport name is SwampOfSorrows, map is 0, coordinates are -10345.4 -2773.42 21.99, orientation is 5.08426.
teleport name is SwampratPost, map is 530, coordinates are 104.534 5199.31 21.1033, orientation is 4.22156.
teleport name is SWP, map is 580, coordinates are 1784.23 924.563 15.581, orientation is 3.5177.
teleport name is Sylvanaar, map is 530, coordinates are 2018.91 6854.47 171.409, orientation is 0.087216.
teleport name is TahondaRuins, map is 1, coordinates are -6547.88 -3855.96 -58.7492, orientation is 5.31404.
teleport name is TalonbranchGlade, map is 1, coordinates are 6209.51 -1927.01 569.393, orientation is 3.82137.
teleport name is TalonStand, map is 530, coordinates are -1213.24 -12436.8 94.9062, orientation is 4.32594.
teleport name is TalrendisPoint, map is 1, coordinates are 2735.06 -3867.44 98.6548, orientation is 3.56139.
teleport name is Tanaris, map is 1, coordinates are -7931.2 -3414.28 80.7365, orientation is 0.66522.
teleport name is TannerCamp, map is 0, coordinates are -7214.21 -1732.2 244.448, orientation is 3.61783.
teleport name is TarrenMill, map is 0, coordinates are -34.1467 -923.366 54.5576, orientation is 0.15019.
teleport name is Telaar, map is 530, coordinates are -2560.76 7300.72 13.9485, orientation is 2.18422.
teleport name is TelaariBasin, map is 530, coordinates are -1953.56 7012.48 -88.5123, orientation is 4.2248.
teleport name is TelathionsCamp, map is 530, coordinates are -1664.4 -10916.8 58.8456, orientation is 5.88417.
teleport name is Teldrassil, map is 1, coordinates are 10111.3 1557.73 1324.33, orientation is 4.04239.
teleport name is Telredor, map is 530, coordinates are 278.582 6001.27 144.73, orientation is 1.53156.
teleport name is TempestKeep, map is 530, coordinates are 3099.36 1518.73 190.3, orientation is 4.72592.
teleport name is TempleOfArkkoran, map is 1, coordinates are 3967.58 -7219.97 17.0967, orientation is 2.6396.
teleport name is TempleOfAtalHakkar, map is 0, coordinates are -10450.3 -3825.44 18.0679, orientation is 6.03616.
teleport name is TempleOfTelhamat, map is 530, coordinates are 78.9769 4333.58 101.553, orientation is 0.011347.
teleport name is TempleOfTheMoon, map is 1, coordinates are 9671.4 2524.02 1333.11, orientation is 3.23265.
teleport name is TempleOfZinMalor, map is 1, coordinates are 3547.67 -5279.93 107.188, orientation is 4.80808.
teleport name is TerokkarForest, map is 530, coordinates are -2000.47 4451.54 8.37917, orientation is 4.40447.
teleport name is TerokksRest, map is 530, coordinates are -3781.87 3531.08 285.715, orientation is 4.45498.
teleport name is TerraceOfLight, map is 530, coordinates are -1874.51 5429.28 -10.4637, orientation is 0.084994.
teleport name is TerraceOfRepose, map is 0, coordinates are 2844.08 -691.716 139.331, orientation is 5.27247.
teleport name is Terrordale, map is 0, coordinates are 2957.87 -2794.79 110.464, orientation is 1.19003.
teleport name is TerrorRun, map is 1, coordinates are -8243.79 -1081.22 -201.915, orientation is 2.1135.
teleport name is TerrorwebTunnel, map is 0, coordinates are 2739.7 -2465.84 73.5058, orientation is 5.39901.
teleport name is TerrorWingPath, map is 0, coordinates are -7585.46 -2720.35 134.451, orientation is 5.65201.
teleport name is TethrisAran, map is 1, coordinates are 43.7346 1785.5 110.983, orientation is 2.83589.
teleport name is Thalanaar, map is 1, coordinates are -4525.63 -791.364 -42.3639, orientation is 1.09938.
teleport name is ThalassianBaseCamp, map is 1, coordinates are 4337.93 -6105.19 122.737, orientation is 4.99736.
teleport name is ThalassianPass, map is 530, coordinates are 6480.81 -6851.1 100.15, orientation is 3.10746.
teleport name is ThandolSpan, map is 0, coordinates are -2363.54 -2503.22 88.3441, orientation is 1.25443.
teleport name is TheAltarOfDamnation, map is 530, coordinates are -3597.86 1879.9 47.2408, orientation is 4.94268.
teleport name is TheAltarOfShadows, map is 530, coordinates are -4559.69 1014.4 10.9432, orientation is 0.447663.
teleport name is TheAltarOfZul, map is 0, coordinates are -271.689 -3438.52 187.18, orientation is 3.93027.
teleport name is TheApothecarium, map is 0, coordinates are 1514.38 323.128 -62.1661, orientation is 2.31096.
teleport name is TheArcatraz, map is 530, coordinates are 3308.92 1340.72 505.56, orientation is 4.94686.
teleport name is TheBarrens, map is 1, coordinates are 884.54 -3548.45 91.8532, orientation is 2.95957.
teleport name is TheBarrierHills, map is 530, coordinates are -1366.97 5905.97 191.618, orientation is 5.17124.
teleport name is TheBazaar, map is 530, coordinates are 9687.22 -7175.47 13.9257, orientation is 1.37183.
teleport name is TheBlackMorass, map is 1, coordinates are -8734.3 -4230.11 -209.5, orientation is 2.16212.
teleport name is TheBloodcursedReff, map is 530, coordinates are -1218.3 -12837.2 0.001255, orientation is 3.77931.
teleport name is TheBloodFurnace, map is 530, coordinates are -291.324 3149.1 31.5541, orientation is 2.27147.
teleport name is TheBoneWastes, map is 530, coordinates are -3537.02 4572.27 -20.9226, orientation is 3.55964.
teleport name is TheBotanica, map is 530, coordinates are 3407.11 1488.48 182.838, orientation is 5.59559.
teleport name is TheBulwark, map is 0, coordinates are 1711.99 -719.761 54.3351, orientation is 4.66387.
teleport name is TheCapeOfStranglethorn, map is 0, coordinates are -14087 290.316 15.7614, orientation is 3.9234.
teleport name is TheCauldron, map is 0, coordinates are -6939.52 -1263.21 179.709, orientation is 0.200595.
teleport name is TheCharredValed, map is 1, coordinates are 721.568 1494.15 -18.1516, orientation is 1.85895.
teleport name is TheCleft, map is 1, coordinates are 10303.8 1198.57 1457.46, orientation is 3.0779.
teleport name is TheCorners, map is 0, coordinates are -9498.58 -1921.71 78.7092, orientation is 0.662431.
teleport name is TheCreepingRuin, map is 0, coordinates are 120.332 -3456.52 108.157, orientation is 4.37088.
teleport name is TheCrimsonReach, map is 530, coordinates are -2510.36 -12488.4 2.03858, orientation is 4.73043.
teleport name is TheCrossroads, map is 1, coordinates are -452.84 -2650.76 95.5209, orientation is 0.241081.
teleport name is TheCryocore, map is 530, coordinates are -2054.45 -11389.9 61.4746, orientation is 2.05143.
teleport name is TheCrystalHall, map is 530, coordinates are -3821.99 -11489.4 -138.564, orientation is 1.09563.
teleport name is TheCrystalShore, map is 0, coordinates are -14081.3 -144.113 3.68835, orientation is 4.61063.
teleport name is TheCrystalVale, map is 1, coordinates are -6248.2 1695.54 6.3349, orientation is 3.55227.
teleport name is TheDaggerHills, map is 0, coordinates are -11276.9 1428.07 89.7866, orientation is 1.29233.
teleport name is TheDarkenedBank, map is 0, coordinates are -9966.63 -614.729 34.8066, orientation is 5.94737.
teleport name is TheDarkPortal, map is 0, coordinates are -11840.1 -3196.63 -29.6059, orientation is 3.3391.
teleport name is TheDarkPortalOutland, map is 530, coordinates are -247.29 910.638 84.3798, orientation is 1.49341.
teleport name is TheDawningIsles, map is 0, coordinates are 1173.43 372.651 33.9918, orientation is 4.07796.
teleport name is TheDeadAcre, map is 0, coordinates are -10821.8 869.442 33.0338, orientation is 0.631022.
teleport name is TheDeadField, map is 0, coordinates are 1064.64 1551.05 28.3425, orientation is 3.01297.
teleport name is TheDeadmines, map is 0, coordinates are -11208.7 1673.52 24.6361, orientation is 1.51067.
teleport name is TheDeadMire, map is 530, coordinates are 664.515 5349.82 -23.1373, orientation is 0.875759.
teleport name is TheDeadScar, map is 530, coordinates are 9013.29 -6930.75 17.8158, orientation is 2.99131.
teleport name is TheDeathforge, map is 530, coordinates are -3435.61 2044.34 79.0861, orientation is 5.47439.
teleport name is TheDecrepitFerry, map is 0, coordinates are 658.574 1011.34 44.6068, orientation is 5.4367.
teleport name is TheDen, map is 1, coordinates are -603.88 -4191.68 41.0998, orientation is 1.55607.
teleport name is TheDenOfFlame, map is 1, coordinates are -4303.61 -3041.87 29.9607, orientation is 1.55428.
teleport name is TheDorDanilBarrowDen, map is 1, coordinates are 1775.99 -2663.07 109.366, orientation is 4.96353.
teleport name is TheDrag, map is 1, coordinates are 1913.54 -4490.07 23.16, orientation is 4.13223.
teleport name is TheDragonmurk, map is 1, coordinates are -4558.57 -2934.04 35.306, orientation is 4.21758.
teleport name is TheDrownedReef, map is 0, coordinates are -2273.25 -1723.87 -56.5399, orientation is 1.61234.
teleport name is TheDryHills, map is 1, coordinates are 748.603 -1348.11 92.6076, orientation is 0.122718.
teleport name is TheDustbowl, map is 0, coordinates are -6614.72 -2629.53 265.833, orientation is 0.843023.
teleport name is TheDustPlains, map is 0, coordinates are -11110.5 600.244 36.5205, orientation is 4.15746.
teleport name is TheExodar, map is 530, coordinates are -3965.7 -11653.6 -138.844, orientation is 0.852154.
teleport name is TheEye, map is 530, coordinates are 3088.49 1381.57 184.863, orientation is 4.61973.
teleport name is TheFelPits, map is 530, coordinates are -3536.55 1631.94 45.0453, orientation is 4.57511.
teleport name is TheFetidPool, map is 530, coordinates are -3452.24 2747.76 127.219, orientation is 1.28272.
teleport name is TheForgottenCoast, map is 1, coordinates are -4347.46 2415.11 8.00515, orientation is 1.52603.
teleport name is TheForgottenPools, map is 1, coordinates are 141.278 -1948.08 94.318, orientation is 3.13864.
teleport name is TheForlornCavern, map is 0, coordinates are -4624.25 -1097.17 501.273, orientation is 3.00102.
teleport name is TheFungalVale, map is 0, coordinates are 2448.89 -3708.71 177.867, orientation is 5.66288.
teleport name is TheGapingChasm, map is 1, coordinates are -8877.71 -3953.51 9.90049, orientation is 4.17595.
teleport name is TheGoldenPlains, map is 1, coordinates are -1059.43 -678.757 -53.0876, orientation is 3.4738.
teleport name is TheGrandVestibule, map is 0, coordinates are 2874.85 -765.215 160.333, orientation is 5.09183.
teleport name is TheGreatArena, map is 0, coordinates are -13226.2 228.625 33.1421, orientation is 1.37088.
teleport name is TheGreatFissure, map is 530, coordinates are -630.013 3967.65 28.9957, orientation is 5.30639.
teleport name is TheGreatForge, map is 0, coordinates are -4792.95 -1119.12 498.806, orientation is 2.17085.
teleport name is TheGreatLift, map is 1, coordinates are -4608.03 -1851.45 86.1002, orientation is 3.08268.
teleport name is TheGreenBelt, map is 0, coordinates are -3372.12 -3082.42 22.0718, orientation is 2.24279.
teleport name is TheGreynameWall, map is 0, coordinates are -715.077 1503.82 11.4471, orientation is 2.58024.
teleport name is TheGrindingQuarry, map is 0, coordinates are -7390.69 -941.553 169.43, orientation is 3.90454.
teleport name is TheGrizzledDen, map is 0, coordinates are -5679.22 -294.234 369.284, orientation is 0.35122.
teleport name is TheHandOfGulDan, map is 530, coordinates are -3674.68 1344.99 275.705, orientation is 3.38664.
teleport name is TheHarborage, map is 0, coordinates are -10126 -2834.73 22.2157, orientation is 0.674244.
teleport name is TheHeadland, map is 0, coordinates are -16.6821 -333.396 131.146, orientation is 0.8126.
teleport name is TheHeap, map is 530, coordinates are 2662.78 3766.07 143.16, orientation is 2.69827.
teleport name is TheHiddenCove, map is 1, coordinates are 7645.61 -4931 697.11, orientation is 0.777426.
teleport name is TheHinterlands, map is 0, coordinates are 119.387 -3190.37 117.331, orientation is 2.34064.
teleport name is TheHowlingVale, map is 1, coordinates are 3156.34 -1176.21 216.451, orientation is 4.79547.
teleport name is TheHushedBank, map is 0, coordinates are -10322.3 635.42 26.6725, orientation is 4.82819.
teleport name is TheInfectisScar, map is 0, coordinates are 1918.81 -4104.45 67.9526, orientation is 5.43984.
teleport name is TheIvarPatch, map is 0, coordinates are 1258.38 1207.68 52.6055, orientation is 0.010372.
teleport name is TheJansenStead, map is 0, coordinates are -9824.42 991.59 29.1302, orientation is 1.81697.
teleport name is TheLagoon, map is 530, coordinates are -212.967 6697.84 21.9545, orientation is 4.46685.
teleport name is TheLegionFront, map is 530, coordinates are -469.406 1769.22 48.8923, orientation is 5.22312.
teleport name is ThelgenRock, map is 0, coordinates are -3911.04 -2581.19 44.066, orientation is 1.00735.
teleport name is TheLivingGrove, map is 530, coordinates are 1835.86 6820.31 139.508, orientation is 4.81166.
teleport name is TheLivingWood, map is 530, coordinates are 8702.12 -7557.77 89.7481, orientation is 4.17962.
teleport name is TheLoch, map is 0, coordinates are -5289.82 -3482.56 297.605, orientation is 6.2238.
teleport name is TheLongWash, map is 1, coordinates are 5937.02 523.751 1.58805, orientation is 3.17606.
teleport name is TheLostFleet, map is 0, coordinates are -2795.41 -1020.59 6.67844, orientation is 2.57838.
teleport name is TheLowPath, map is 530, coordinates are -2739.5 6042.77 35.8899, orientation is 0.681148.
teleport name is Thelsamar, map is 0, coordinates are -5352.54 -2948.53 323.78, orientation is 5.34258.
teleport name is TheMaclureVineyards, map is 0, coordinates are -9935.13 86.7215 32.9021, orientation is 4.73231.
teleport name is TheMakersTerrace, map is 0, coordinates are -6049.42 -3305.28 257.85, orientation is 2.26108.
teleport name is TheMarrisStead, map is 0, coordinates are 1869.13 -3213.89 124.624, orientation is 1.9126.
teleport name is TheMarshlands, map is 1, coordinates are -7775.56 -1923.59 -272.806, orientation is 2.71513.
teleport name is TheMastersGlaive, map is 1, coordinates are 4572.2 430.013 33.6399, orientation is 3.80203.
teleport name is TheMaul, map is 1, coordinates are -3739.86 1093.8 131.969, orientation is 3.09301.
teleport name is TheMechanar, map is 530, coordinates are 2867.12 1549.42 252.159, orientation is 3.82218.
teleport name is TheMerchantCoast, map is 1, coordinates are -855.206 -4072.39 1.35044, orientation is 1.88279.
teleport name is TheMilitaryWard, map is 0, coordinates are -4968.86 -1225.49 501.669, orientation is 1.30248.
teleport name is TheMistyWard, map is 0, coordinates are -4662.07 -952.721 500.378, orientation is 3.64898.
teleport name is TheMolsenFarm, map is 0, coordinates are -10247.5 1440.7 40.7233, orientation is 3.92498.
teleport name is TheMoltenSpan, map is 0, coordinates are -7538.51 -1063.45 180.981, orientation is 0.03409.
teleport name is TheMorShanRampart, map is 1, coordinates are 1242.82 -2236.11 91.9476, orientation is 3.83099.
teleport name is TheNorthCoast , map is 0, coordinates are 3021.37 -236.555 7.38714, orientation is 0.881534.
teleport name is TheNoxiousGlade , map is 0, coordinates are 2677.02 -5303.72 153.226, orientation is 5.25368.
